trace_name,label,p_window,p_trace
ALEP.HV_20150808063146_EV,1,0.9759383797645569,0.9759383797645569
B046.PB_20130319124129_EV,1,0.994978129863739,0.994978129863739
B081.PB_20130824232550_EV,1,0.984070897102356,0.984070897102356
AHUD.HV_20180709054821_EV,1,0.8960053324699402,0.8960053324699402
B084.PB_20160617150037_EV,1,0.9887486696243286,0.9889227151870728
AHUD.HV_20180703191953_EV,1,0.8772530555725098,0.8772530555725098
B046.PB_20111017045225_EV,1,0.8776801824569702,0.8776801824569702
B058.PB_20151210121426_EV,1,0.9930827617645264,0.9930827617645264
AHUD.HV_20150723101429_EV,1,0.9214460253715515,0.9214460253715515
ATKA.AK_20121114165216_EV,1,0.568938136100769,0.5797874927520752
B076.PB_20140330142432_EV,1,0.9767130017280579,0.9767130017280579
AHUD.HV_20180716042808_EV,1,0.9413662552833557,0.9413662552833557
AHUD.HV_20180609122410_EV,1,0.8301475644111633,0.8301475644111633
B046.PB_20141220052444_EV,1,0.9516369104385376,0.9516369104385376
AHUD.HV_20180725042145_EV,1,0.8230721354484558,0.8230721354484558
ARV.CI_20120831025329_EV,1,0.9921090006828308,0.9921090006828308
AAM2.ZQ_20070920160758_EV,1,0.9838723540306091,0.9838723540306091
B086.PB_20130131080631_EV,1,0.9869011044502258,0.9869011044502258
AIND.HV_20170515121933_EV,1,0.9812535643577576,0.9812535643577576
B073.PB_20130627103308_EV,1,0.8842375874519348,0.8842375874519348
AAM2.ZQ_20070617094353_EV,1,0.9363453984260559,0.9363453984260559
AHUD.HV_20180603101034_EV,1,0.8152387738227844,0.8152387738227844
AKUT.AT_20110811231012_EV,1,0.8418733477592468,0.8418733477592468
B086.PB_20071225032135_EV,1,0.9564753174781799,0.9591376185417175
B065.PB_20130731085037_EV,1,0.9920958876609802,0.9920958876609802
B081.PB_20130123084543_EV,1,0.9897511601448059,0.9897511601448059
AAM2.ZQ_20070417192221_EV,1,0.977286696434021,0.977286696434021
AGPR.PR_20180215225048_EV,1,0.48476481437683105,0.547834038734436
B067.PB_20160414035203_EV,1,0.9931631088256836,0.9931631088256836
B047.PB_20140102062306_EV,1,0.9864722490310669,0.9864722490310669
B065.PB_20110827111112_EV,1,0.9372200965881348,0.9372200965881348
B076.PB_20130221011545_EV,1,0.8750139474868774,0.8750139474868774
ALEP.HV_20180620110124_EV,1,0.08265549689531326,0.08582679182291031
B084.PB_20120122152421_EV,1,0.8291244506835938,0.8430408239364624
B046.PB_20120918165504_EV,1,0.9723198413848877,0.9723198413848877
ALEP.HV_20180126095337_EV,1,0.8147121071815491,0.8170481324195862
B079.PB_20140307195714_EV,1,0.9902694225311279,0.9902694225311279
B082.PB_20130103173202_EV,1,0.9311783909797668,0.9578920006752014
B081.PB_20140326035117_EV,1,0.9922751784324646,0.9922751784324646
ALEP.HV_20170801035010_EV,1,0.7990158200263977,0.7990158200263977
ATKA.AK_20140701150700_EV,1,0.2051824927330017,0.2051824927330017
B072.PB_20101123002058_EV,1,0.9592309594154358,0.9592309594154358
B084.PB_20161029044918_EV,1,0.9958757758140564,0.9958757758140564
B049.PB_20121203055514_EV,1,0.9930169582366943,0.9930169582366943
B082.PB_20080904152329_EV,1,0.9950836896896362,0.9950836896896362
AHUD.HV_20180720124312_EV,1,0.9766510128974915,0.9766510128974915
B082.PB_20180212055051_EV,1,0.9955956339836121,0.9955956339836121
B046.PB_20170213004253_EV,1,0.9671705961227417,0.9671705961227417
B084.PB_20180305083024_EV,1,0.9819022417068481,0.9850338101387024
B047.PB_20141203102847_EV,1,0.9599969387054443,0.9599969387054443
B058.PB_20120417171239_EV,1,0.9845671653747559,0.9845671653747559
B046.PB_20110129004849_EV,1,0.9855668544769287,0.9855668544769287
B084.PB_20180207192937_EV,1,0.9768933653831482,0.9768933653831482
B086.PB_20120507205806_EV,1,0.941889762878418,0.941889762878418
B046.PB_20131027223317_EV,1,0.9848319888114929,0.9848319888114929
AHUD.HV_20170921075016_EV,1,0.8872954845428467,0.8872954845428467
B058.PB_20101013020750_EV,1,0.989993155002594,0.989993155002594
AIND.HV_20160704142404_EV,1,0.9847837686538696,0.9847837686538696
AHUD.HV_20180619113124_EV,1,0.8773050308227539,0.8773050308227539
AHUD.HV_20150501193456_EV,1,0.9632825255393982,0.9632825255393982
ARSB.KR_20140319004003_EV,1,0.8627300262451172,0.8627300262451172
B045.PB_20120816210654_EV,1,0.8964619040489197,0.9026310443878174
B082.PB_20140517151951_EV,1,0.9818598628044128,0.9832414388656616
B045.PB_20140309191345_EV,1,0.9798909425735474,0.9798909425735474
ALEP.HV_20160713213059_EV,1,0.9882633686065674,0.9882633686065674
AIND.HV_20180123024750_EV,1,0.9120040535926819,0.9120040535926819
B046.PB_20130522212643_EV,1,0.9885137677192688,0.9885137677192688
B081.PB_20130313175830_EV,1,0.9398015737533569,0.9398015737533569
AHUD.HV_20151110204550_EV,1,0.9383042454719543,0.9383042454719543
AHUD.HV_20170526195748_EV,1,0.2875934839248657,0.335502952337265
109C.TA_20070617203107_EV,1,0.9496600031852722,0.9496600031852722
B046.PB_20131123042455_EV,1,0.994457483291626,0.994457483291626
AHUD.HV_20150511221153_EV,1,0.943162739276886,0.943162739276886
AIND.HV_20150621160555_EV,1,0.785397469997406,0.7931599617004395
AIND.HV_20170531142843_EV,1,0.9794777631759644,0.9794777631759644
AHUD.HV_20180730195000_EV,1,0.9909951090812683,0.9909951090812683
ALEP.HV_20160911083334_EV,1,0.8385252356529236,0.8385252356529236
AHUD.HV_20170726193444_EV,1,0.915092408657074,0.915092408657074
AAM2.ZQ_20070306130941_EV,1,0.9704545140266418,0.9704545140266418
AHUD.HV_20180729011828_EV,1,0.9349726438522339,0.9349726438522339
B065.PB_20110614204938_EV,1,0.8831937909126282,0.8831937909126282
B045.PB_20170302211341_EV,1,0.9596641659736633,0.9663577675819397
B082.PB_20171002042909_EV,1,0.9957440495491028,0.9957440495491028
AIND.HV_20161008105320_EV,1,0.9233473539352417,0.9233473539352417
AHUD.HV_20180722091901_EV,1,0.8359583616256714,0.8359583616256714
ALEP.HV_20160711143711_EV,1,0.9891486763954163,0.9891486763954163
B082.PB_20170626092156_EV,1,0.983235239982605,0.983235239982605
B046.PB_20120909221331_EV,1,0.9791417717933655,0.9791417717933655
ALEP.HV_20170114201444_EV,1,0.9339675307273865,0.9371427893638611
B045.PB_20110619022952_EV,1,0.9725382328033447,0.9725382328033447
AAM2.ZQ_20090227135044_EV,1,0.9421481490135193,0.9421481490135193
AAM2.ZQ_20071001140853_EV,1,0.9692131876945496,0.9692131876945496
B067.PB_20150903165512_EV,1,0.9949439167976379,0.9949439167976379
AOPR.PR_20180418160956_EV,1,0.9155879020690918,0.9160324931144714
ALEP.HV_20170602184511_EV,1,0.8163594603538513,0.8163594603538513
AIND.HV_20170622105807_EV,1,0.9492257833480835,0.9492257833480835
B082.PB_20170514010451_EV,1,0.9577620625495911,0.9577620625495911
B045.PB_20141019135807_EV,1,0.9656480550765991,0.9656480550765991
AAM2.ZQ_20090518224427_EV,1,0.9814934730529785,0.9814934730529785
B046.PB_20150516130223_EV,1,0.9815799593925476,0.9815799593925476
AIND.HV_20170623113224_EV,1,0.9518325924873352,0.9518325924873352
B058.PB_20150808010906_EV,1,0.9756144285202026,0.9756144285202026
B046.PB_20130510104733_EV,1,0.9846286773681641,0.9846286773681641
AA12.GM_20170809205646_EV,1,0.8353146314620972,0.8829700946807861
ALEP.HV_20170912084734_EV,1,0.9505685567855835,0.9505685567855835
B081.PB_20130315135901_EV,1,0.9724434018135071,0.9735451340675354
B045.PB_20170705134416_EV,1,0.9717885255813599,0.9717885255813599
AHUD.HV_20180723171743_EV,1,0.8412862420082092,0.8412862420082092
AHUD.HV_20151204040451_EV,1,0.9327199459075928,0.9327199459075928
B065.PB_20140601212310_EV,1,0.9777145385742188,0.9777145385742188
B082.PB_20110224012830_EV,1,0.9746556878089905,0.9746556878089905
AKH.GO_20130516141423_EV,1,0.9756836295127869,0.9756836295127869
B086.PB_20120405023115_EV,1,0.897330105304718,0.897330105304718
B086.PB_20110626081234_EV,1,0.9941776990890503,0.9941776990890503
ATKA.AK_20121101114123_EV,1,0.8307880163192749,0.8307880163192749
B072.PB_20180420122524_EV,1,0.9141360521316528,0.9141360521316528
B081.PB_20150321160124_EV,1,0.9741564393043518,0.9741564393043518
B084.PB_20170606233825_EV,1,0.9472163915634155,0.9586590528488159
B058.PB_20150526132410_EV,1,0.9698498845100403,0.9698498845100403
B046.PB_20121204133156_EV,1,0.9887391328811646,0.9887391328811646
AHUD.HV_20180618141212_EV,1,0.8230891227722168,0.8230891227722168
B067.PB_20110512085415_EV,1,0.9756396412849426,0.9756396412849426
AHUD.HV_20180730084224_EV,1,0.8621164560317993,0.8621164560317993
B075.PB_20180927004157_EV,1,0.9189454317092896,0.9189454317092896
B045.PB_20141101020655_EV,1,0.931938648223877,0.931938648223877
B084.PB_20110314063915_EV,1,0.9425811171531677,0.9425811171531677
ARLS.KR_20110130153954_EV,1,0.9433806538581848,0.9452753663063049
B045.PB_20140610194609_EV,1,0.9880991578102112,0.9880991578102112
B075.PB_20180801124146_EV,1,0.9860796332359314,0.9860796332359314
ALEP.HV_20160420033231_EV,1,0.6967725157737732,0.6967725157737732
B046.PB_20131216190135_EV,1,0.9950301647186279,0.9950301647186279
AIND.HV_20170502213122_EV,1,0.9785524010658264,0.9785524010658264
B084.PB_20160205213907_EV,1,0.9445686936378479,0.9445686936378479
B072.PB_20110115105704_EV,1,0.9633983373641968,0.9633983373641968
AHUD.HV_20180716130204_EV,1,0.7016617655754089,0.7016617655754089
B049.PB_20150223030251_EV,1,0.9592580199241638,0.9592580199241638
B082.PB_20130103173200_EV,1,0.9229199886322021,0.9445846676826477
B082.PB_20130616035612_EV,1,0.9900377988815308,0.9900377988815308
B045.PB_20170217192505_EV,1,0.964043140411377,0.964043140411377
AIND.HV_20161226074315_EV,1,0.936632513999939,0.936632513999939
AMKA.AV_20170925191632_EV,1,0.9517562389373779,0.9526777863502502
B045.PB_20131203082547_EV,1,0.9248875379562378,0.9248875379562378
B046.PB_20130419004637_EV,1,0.9907105565071106,0.9907105565071106
B046.PB_20130825071638_EV,1,0.9913985729217529,0.9913985729217529
B046.PB_20150601153803_EV,1,0.9810309410095215,0.9819688200950623
B046.PB_20130811042432_EV,1,0.9860944747924805,0.9860944747924805
B067.PB_20140208230357_EV,1,0.9906004667282104,0.9906004667282104
B046.PB_20120816210651_EV,1,0.972966194152832,0.9738667607307434
ACH.AV_20171224173709_EV,1,0.9941760301589966,0.9941760301589966
B087.PB_20080211185301_EV,1,0.9870187044143677,0.9870187044143677
AMKA.AV_20171109145540_EV,1,0.9690919518470764,0.9690919518470764
AHUD.HV_20180616080601_EV,1,0.8551634550094604,0.8551634550094604
B084.PB_20120130195045_EV,1,0.9500232338905334,0.9510113000869751
B084.PB_20160806215210_EV,1,0.9102666974067688,0.9119391441345215
B046.PB_20131220052806_EV,1,0.9946507811546326,0.9946507811546326
AAM2.ZQ_20090504083616_EV,1,0.9464320540428162,0.9464320540428162
B082.PB_20100921155641_EV,1,0.981748640537262,0.981748640537262
AHUD.HV_20180623112903_EV,1,0.6248899102210999,0.6248899102210999
B086.PB_20141227160859_EV,1,0.8182882070541382,0.8359514474868774
B082.PB_20161216202827_EV,1,0.9578793048858643,0.9578793048858643
B046.PB_20110719151117_EV,1,0.9888619780540466,0.9901266098022461
B067.PB_20140402030800_EV,1,0.9490430951118469,0.9490430951118469
AHUD.HV_20180711193458_EV,1,0.8496784567832947,0.8496784567832947
B084.PB_20070925015403_EV,1,0.9821303486824036,0.9821303486824036
AHUD.HV_20180630144638_EV,1,0.8537634015083313,0.8537634015083313
ATKA.AK_20121114165214_EV,1,0.5785141587257385,0.5872622728347778
B066.PB_20130203165148_EV,1,0.9759819507598877,0.9759819507598877
B082.PB_20151230232818_EV,1,0.9766944646835327,0.9766944646835327
B045.PB_20131217132802_EV,1,0.9452048540115356,0.9452048540115356
ALEP.HV_20150531072302_EV,1,0.3640475571155548,0.3953975737094879
B047.PB_20140326084212_EV,1,0.9467021226882935,0.9467021226882935
B057.PB_20140115132138_EV,1,0.9869602918624878,0.9869602918624878
AIND.HV_20170531125405_EV,1,0.9825800061225891,0.9825800061225891
B067.PB_20140911202554_EV,1,0.9338712692260742,0.9338712692260742
AIND.HV_20170522175116_EV,1,0.9551500082015991,0.9551500082015991
ALEP.HV_20170825233223_EV,1,0.8864948153495789,0.8864948153495789
B049.PB_20161211103219_EV,1,0.9852750301361084,0.9852750301361084
B081.PB_20110719060653_EV,1,0.9869541525840759,0.9869541525840759
AHUD.HV_20161023084319_EV,1,0.6224706768989563,0.633437991142273
AIND.HV_20150429064338_EV,1,0.8999955058097839,0.8999955058097839
B081.PB_20130417153741_EV,1,0.9693289995193481,0.9693289995193481
B058.PB_20150715210717_EV,1,0.900274932384491,0.9040277004241943
B084.PB_20130313224716_EV,1,0.9935835003852844,0.9935835003852844
B086.PB_20120122152421_EV,1,0.9673494696617126,0.9688004851341248
B045.PB_20160430020144_EV,1,0.8701233863830566,0.8943677544593811
B065.PB_20160910224542_EV,1,0.9709098935127258,0.9709315896034241
AHUD.HV_20180614185617_EV,1,0.8557618260383606,0.8557618260383606
B047.PB_20120211075830_EV,1,0.9827353358268738,0.9842529892921448
B047.PB_20180728215359_EV,1,0.9735182523727417,0.9735182523727417
AHUD.HV_20180722070015_EV,1,0.8994126915931702,0.8994126915931702
B082.PB_20180714175812_EV,1,0.9903179407119751,0.9921630024909973
AAM2.ZQ_20090507141347_EV,1,0.5384889841079712,0.5384889841079712
AHUD.HV_20180703011319_EV,1,0.35692378878593445,0.35692378878593445
AHUD.HV_20180702235144_EV,1,0.7804369926452637,0.7804369926452637
B046.PB_20140319183855_EV,1,0.9945671558380127,0.9948244094848633
B082.PB_20120627043905_EV,1,0.9063504934310913,0.9093711376190186
B047.PB_20131212211252_EV,1,0.9764798283576965,0.9786043167114258
AIND.HV_20160306082650_EV,1,0.9961599111557007,0.9961599111557007
B082.PB_20101221180856_EV,1,0.9950066804885864,0.9950066804885864
B084.PB_20070630122600_EV,1,0.9628715515136719,0.9654551148414612
B049.PB_20111017045220_EV,1,0.9883175492286682,0.9883175492286682
B084.PB_20170604053402_EV,1,0.9645339846611023,0.9655870795249939
B045.PB_20131210072045_EV,1,0.9455158114433289,0.9455158114433289
B045.PB_20160618230247_EV,1,0.9626651406288147,0.9626651406288147
B047.PB_20131102222917_EV,1,0.9814051985740662,0.9814051985740662
ALEP.HV_20150503171838_EV,1,0.9278351664543152,0.9278351664543152
AHUD.HV_20180611140032_EV,1,0.8292158842086792,0.8292158842086792
AHUD.HV_20180730142342_EV,1,0.8802281618118286,0.8802281618118286
B081.PB_20130305174236_EV,1,0.9476836919784546,0.9476836919784546
AAM2.ZQ_20070207155753_EV,1,0.9826471209526062,0.9826471209526062
ALEP.HV_20151216051921_EV,1,0.8333833813667297,0.8333833813667297
B047.PB_20130725141701_EV,1,0.9778439998626709,0.9787934422492981
B084.PB_20170109030638_EV,1,0.9117814302444458,0.9183071255683899
B086.PB_20150819015236_EV,1,0.9772353768348694,0.9783883690834045
B082.PB_20080521102039_EV,1,0.9932742118835449,0.9933634996414185
B084.PB_20071017132132_EV,1,0.9929399490356445,0.9929399490356445
AIND.HV_20170512103927_EV,1,0.9949231743812561,0.9949231743812561
ALEP.HV_20150608004354_EV,1,0.6112505197525024,0.6235830783843994
AHUD.HV_20180713094457_EV,1,0.9329343438148499,0.9329343438148499
B058.PB_20130326191056_EV,1,0.9798462986946106,0.9798462986946106
AHUD.HV_20170616082650_EV,1,0.8885068297386169,0.8885068297386169
B046.PB_20140917083439_EV,1,0.9784949421882629,0.9784949421882629
AHUD.HV_20180710061431_EV,1,0.8970741629600525,0.8970741629600525
B065.PB_20120506212355_EV,1,0.9936726093292236,0.9936726093292236
AHUD.HV_20180727103015_EV,1,0.9450767636299133,0.9450767636299133
B049.PB_20120417234641_EV,1,0.9610399007797241,0.9610399007797241
B081.PB_20110513211107_EV,1,0.9571484327316284,0.9571484327316284
B081.PB_20080511031509_EV,1,0.9567998647689819,0.9635686278343201
AIND.HV_20150423231930_EV,1,0.9069857597351074,0.9069857597351074
B067.PB_20151125003843_EV,1,0.9540312886238098,0.9540312886238098
B039.PB_20161112014401_EV,1,0.9853734374046326,0.9853734374046326
B082.PB_20170708001323_EV,1,0.9919794797897339,0.9919794797897339
ARG.HL_20040924021544_EV,1,0.908252477645874,0.908252477645874
B058.PB_20140917044958_EV,1,0.974037766456604,0.974037766456604
AHUD.HV_20180505155120_EV,1,0.8968859910964966,0.8968859910964966
B047.PB_20150223021645_EV,1,0.9927612543106079,0.9927612543106079
B082.PB_20080817180155_EV,1,0.9962605834007263,0.9962605834007263
AIND.HV_20150506070648_EV,1,0.9020883440971375,0.9020883440971375
B045.PB_20140310041753_EV,1,0.9598909616470337,0.9598909616470337
AKH.GO_20120306195211_EV,1,0.9460944533348083,0.9462934136390686
AIND.HV_20160507102614_EV,1,0.9934019446372986,0.9934019446372986
AMKA.AV_20170522175839_EV,1,0.9436116814613342,0.9436116814613342
B081.PB_20130321094056_EV,1,0.985063910484314,0.985063910484314
ALEP.HV_20160904080307_EV,1,0.9887086749076843,0.9887086749076843
B047.PB_20150129060609_EV,1,0.9831221699714661,0.9831221699714661
AHUD.HV_20180617200818_EV,1,0.8463687896728516,0.8463687896728516
AHUD.HV_20150719182909_EV,1,0.9251033663749695,0.9251033663749695
AHUD.HV_20150513114059_EV,1,0.9747028946876526,0.9747028946876526
B081.PB_20100925033753_EV,1,0.9403604865074158,0.9403604865074158
AHUD.HV_20180731175222_EV,1,0.8638162016868591,0.8638162016868591
AMKA.AV_20101127023557_EV,1,0.6991823315620422,0.6991823315620422
AHUD.HV_20180801092809_EV,1,0.7796720266342163,0.7796720266342163
AHUD.HV_20180717225840_EV,1,0.7511312365531921,0.7511312365531921
AKUT.AT_20100820164040_EV,1,0.6271987557411194,0.6271987557411194
AIND.HV_20170725063913_EV,1,0.9586624503135681,0.9586624503135681
AHUD.HV_20180620230751_EV,1,0.9267424941062927,0.9302228093147278
AHUD.HV_20180801115527_EV,1,0.9179417490959167,0.9179417490959167
ALEP.HV_20160512110652_EV,1,0.9922192096710205,0.9922192096710205
AHUD.HV_20180710171748_EV,1,0.8298094868659973,0.8298094868659973
AMKA.AV_20121207030455_EV,1,0.8578755855560303,0.8578755855560303
B058.PB_20160715082019_EV,1,0.9520978927612305,0.9520978927612305
B045.PB_20130430151422_EV,1,0.9434951543807983,0.9434951543807983
B046.PB_20150816104254_EV,1,0.9744262099266052,0.9744262099266052
B082.PB_20130507020954_EV,1,0.9951251149177551,0.9951251149177551
AAM2.ZQ_20071002143812_EV,1,0.9661276340484619,0.9661276340484619
ATKA.AK_20150307195009_EV,1,0.2516028881072998,0.2527243494987488
ARG.HL_20080806171906_EV,1,0.6779416799545288,0.6979302763938904
AHUD.HV_20180620233629_EV,1,0.8324787020683289,0.8324787020683289
AIND.HV_20161021092011_EV,1,0.9685598611831665,0.9685598611831665
B081.PB_20110515085238_EV,1,0.9727088212966919,0.9727088212966919
AHUD.HV_20180710151913_EV,1,0.7666441202163696,0.7666441202163696
AIND.HV_20160618000830_EV,1,0.873246431350708,0.873246431350708
B087.PB_20070718142541_EV,1,0.9931663870811462,0.9931663870811462
B065.PB_20110825233039_EV,1,0.9563271403312683,0.9598585367202759
B049.PB_20140906013923_EV,1,0.7011563777923584,0.709553062915802
B079.PB_20111201214221_EV,1,0.39483174681663513,0.39483174681663513
AHUD.HV_20170629161817_EV,1,0.6629149317741394,0.6752614974975586
AIND.HV_20170225013824_EV,1,0.9815952777862549,0.9815952777862549
AMKA.AV_20150216051629_EV,1,0.9363387227058411,0.9363387227058411
AIND.HV_20160916055727_EV,1,0.9683642983436584,0.9683642983436584
B047.PB_20120729152802_EV,1,0.9948827028274536,0.9948827028274536
B082.PB_20120812010405_EV,1,0.9934832453727722,0.993845522403717
B065.PB_20130201204741_EV,1,0.9637394547462463,0.9637394547462463
B065.PB_20160801192609_EV,1,0.8173789978027344,0.8173789978027344
B086.PB_20120610005943_EV,1,0.969763457775116,0.9723701477050781
B065.PB_20130102214320_EV,1,0.9590746760368347,0.9590746760368347
ADO.CI_20170808115920_EV,1,0.9897185564041138,0.9897185564041138
AHUD.HV_20180728122824_EV,1,0.17407052218914032,0.17710450291633606
B047.PB_20130407000924_EV,1,0.9860236644744873,0.9860236644744873
B081.PB_20130313224723_EV,1,0.9842711091041565,0.9883136749267578
AHUD.HV_20180716150008_EV,1,0.9100611805915833,0.9100611805915833
ARV.CI_20160414070355_EV,1,0.9384109973907471,0.9436634182929993
AHUD.HV_20160908115600_EV,1,0.7861716747283936,0.7861716747283936
B049.PB_20130608234241_EV,1,0.8397173881530762,0.8502413034439087
ALEP.HV_20160809075621_EV,1,0.9953210949897766,0.9967678785324097
B082.PB_20070821154305_EV,1,0.9835283756256104,0.9835283756256104
AHUD.HV_20150530065418_EV,1,0.8725365400314331,0.8725365400314331
B066.PB_20131202093419_EV,1,0.9952571988105774,0.9952571988105774
AHUD.HV_20180612005006_EV,1,0.8393067121505737,0.8393067121505737
ALEP.HV_20150502062250_EV,1,0.9315023422241211,0.9315023422241211
AUSB.AV_20180426152715_EV,1,0.6283835768699646,0.631820559501648
AHUD.HV_20180629222901_EV,1,0.9201846122741699,0.9201846122741699
AHUD.HV_20180801101843_EV,1,0.8581828474998474,0.8711050748825073
B067.PB_20140829223914_EV,1,0.9779543876647949,0.9802921414375305
B065.PB_20121103181932_EV,1,0.9911643862724304,0.9911643862724304
B082.PB_20130404001322_EV,1,0.9579112529754639,0.9579112529754639
AHUD.HV_20180626093036_EV,1,0.961789071559906,0.961789071559906
B084.PB_20110620030915_EV,1,0.9884775280952454,0.9884775280952454
AHUD.HV_20180722142524_EV,1,0.36902374029159546,0.36902374029159546
B067.PB_20171009193859_EV,1,0.9691283106803894,0.9748862981796265
B045.PB_20160531075205_EV,1,0.9208955764770508,0.9208955764770508
AAM2.ZQ_20070202005236_EV,1,0.9800795912742615,0.9800795912742615
B057.PB_20121014113835_EV,1,0.9669688940048218,0.9669688940048218
B049.PB_20121119200445_EV,1,0.9841163754463196,0.9841163754463196
B046.PB_20110822041614_EV,1,0.9692817330360413,0.9692817330360413
B072.PB_20141003122005_EV,1,0.92989581823349,0.92989581823349
B045.PB_20131230175627_EV,1,0.7927420139312744,0.8245219588279724
B067.PB_20131019040221_EV,1,0.9727856516838074,0.9744714498519897
AHUD.HV_20180731171940_EV,1,0.9532257914543152,0.9532257914543152
B082.PB_20170802062244_EV,1,0.9421248435974121,0.9421248435974121
B058.PB_20140919003529_EV,1,0.943538248538971,0.943538248538971
ALEP.HV_20150827144309_EV,1,0.5522910356521606,0.5738378763198853
AIND.HV_20160309095042_EV,1,0.8771782517433167,0.8771782517433167
B084.PB_20151020090155_EV,1,0.9680915474891663,0.9759608507156372
AHUD.HV_20180622063017_EV,1,0.7067362070083618,0.7067362070083618
AIND.HV_20160330065440_EV,1,0.9931291341781616,0.9931291341781616
B046.PB_20160214074233_EV,1,0.9775927662849426,0.9775927662849426
AHUD.HV_20180725080320_EV,1,0.9287127256393433,0.9287127256393433
109C.TA_20070912081129_EV,1,0.972960889339447,0.9754617214202881
AKLV.AV_20111018174158_EV,1,0.9861266016960144,0.9861266016960144
B049.PB_20171025113620_EV,1,0.9857434630393982,0.9857434630393982
B086.PB_20130311190825_EV,1,0.9217725992202759,0.9217725992202759
B081.PB_20120423235934_EV,1,0.9212681651115417,0.9270139932632446
AHUD.HV_20150510155929_EV,1,0.9628658890724182,0.9628658890724182
B075.PB_20170630150506_EV,1,0.9934816360473633,0.9934816360473633
B049.PB_20161005093217_EV,1,0.806709885597229,0.806709885597229
B047.PB_20101009130233_EV,1,0.9813750982284546,0.9813750982284546
AAM2.ZQ_20070919090329_EV,1,0.9781218767166138,0.9781218767166138
B067.PB_20110118160114_EV,1,0.9860013723373413,0.9860013723373413
AKUT.AT_20180120110933_EV,1,0.6307225227355957,0.6378709673881531
B086.PB_20070731050832_EV,1,0.969963014125824,0.969963014125824
ADO.CI_20140530030017_EV,1,0.7857341170310974,0.7907096147537231
AHUD.HV_20170423225243_EV,1,0.8141905665397644,0.8141905665397644
AIND.HV_20160207201807_EV,1,0.9352829456329346,0.9352829456329346
B046.PB_20131002113155_EV,1,0.9881664514541626,0.9902185797691345
ALEP.HV_20161123105719_EV,1,0.9771156311035156,0.9771156311035156
AHUD.HV_20150531072258_EV,1,0.7452433705329895,0.7452433705329895
B046.PB_20180716092803_EV,1,0.9519240856170654,0.9547168612480164
B065.PB_20101013020747_EV,1,0.9912700653076172,0.9912700653076172
B082.PB_20161029044920_EV,1,0.9931950569152832,0.993535041809082
