trace_name,label,p_window,p_trace
AHUD.HV_20180709054821_EV,1,0.7704019546508789,0.7704019546508789
B084.PB_20160617150037_EV,1,0.947615921497345,0.947615921497345
AHUD.HV_20180703191953_EV,1,0.8252760767936707,0.8252760767936707
B046.PB_20111017045225_EV,1,0.9342857599258423,0.9342857599258423
B058.PB_20151210121426_EV,1,0.9978121519088745,0.9978121519088745
AHUD.HV_20150723101429_EV,1,0.8037261366844177,0.8037261366844177
ATKA.AK_20121114165216_EV,1,0.5082005858421326,0.5082005858421326
B076.PB_20140330142432_EV,1,0.8478164672851562,0.8478164672851562
AHUD.HV_20180716042808_EV,1,0.9352533221244812,0.9352533221244812
AHUD.HV_20180609122410_EV,1,0.5217138528823853,0.5217138528823853
B046.PB_20141220052444_EV,1,0.6805609464645386,0.6805609464645386
AHUD.HV_20180725042145_EV,1,0.8527100086212158,0.8527100086212158
ARV.CI_20120831025329_EV,1,0.966996431350708,0.966996431350708
AAM2.ZQ_20070920160758_EV,1,0.9962087869644165,0.9962087869644165
B086.PB_20130131080631_EV,1,0.8935997486114502,0.8935997486114502
AIND.HV_20170515121933_EV,1,0.9771844744682312,0.9771844744682312
B073.PB_20130627103308_EV,1,0.7483665943145752,0.7483665943145752
AAM2.ZQ_20070617094353_EV,1,0.9489952921867371,0.9489952921867371
AHUD.HV_20180603101034_EV,1,0.5785515308380127,0.5785515308380127
AKUT.AT_20110811231012_EV,1,0.7480666041374207,0.7480666041374207
B086.PB_20071225032135_EV,1,0.6712783575057983,0.6712783575057983
B065.PB_20130731085037_EV,1,0.9788702726364136,0.9788702726364136
B081.PB_20130123084543_EV,1,0.9799929261207581,0.9799929261207581
AAM2.ZQ_20070417192221_EV,1,0.9951175451278687,0.9951175451278687
AGPR.PR_20180215225048_EV,1,0.4031510055065155,0.4031510055065155
B067.PB_20160414035203_EV,1,0.9777438640594482,0.9777438640594482
B047.PB_20140102062306_EV,1,0.8176089525222778,0.8176089525222778
B065.PB_20110827111112_EV,1,0.8347873091697693,0.8347873091697693
B076.PB_20130221011545_EV,1,0.78951096534729,0.78951096534729
ALEP.HV_20180620110124_EV,1,0.6313305497169495,0.6313305497169495
B084.PB_20120122152421_EV,1,0.960675060749054,0.960675060749054
B046.PB_20120918165504_EV,1,0.7744022607803345,0.7744022607803345
ALEP.HV_20180126095337_EV,1,0.7852686047554016,0.7852686047554016
B079.PB_20140307195714_EV,1,0.9731864333152771,0.9731864333152771
B082.PB_20130103173202_EV,1,0.5708907246589661,0.5708907246589661
B081.PB_20140326035117_EV,1,0.9914933443069458,0.9914933443069458
ALEP.HV_20170801035010_EV,1,0.8099445104598999,0.8099445104598999
ATKA.AK_20140701150700_EV,1,0.7284020185470581,0.7284020185470581
B072.PB_20101123002058_EV,1,0.6594629883766174,0.6594629883766174
B084.PB_20161029044918_EV,1,0.9942301511764526,0.9942301511764526
B049.PB_20121203055514_EV,1,0.984830379486084,0.984830379486084
B082.PB_20080904152329_EV,1,0.9960452914237976,0.9960452914237976
AHUD.HV_20180720124312_EV,1,0.6655423641204834,0.6655423641204834
B082.PB_20180212055051_EV,1,0.9800449013710022,0.9800449013710022
B046.PB_20170213004253_EV,1,0.7145088315010071,0.7145088315010071
B084.PB_20180305083024_EV,1,0.5850033164024353,0.5850033164024353
B047.PB_20141203102847_EV,1,0.6908948421478271,0.6908948421478271
B058.PB_20120417171239_EV,1,0.9783747792243958,0.9783747792243958
B046.PB_20110129004849_EV,1,0.7582356929779053,0.7582356929779053
B084.PB_20180207192937_EV,1,0.7281542420387268,0.7281542420387268
B086.PB_20120507205806_EV,1,0.7317043542861938,0.7317043542861938
B046.PB_20131027223317_EV,1,0.865870475769043,0.865870475769043
AHUD.HV_20170921075016_EV,1,0.7595844268798828,0.7595844268798828
B058.PB_20101013020750_EV,1,0.9807046055793762,0.9807046055793762
AIND.HV_20160704142404_EV,1,0.9565959572792053,0.9565959572792053
AHUD.HV_20180619113124_EV,1,0.8689582347869873,0.8689582347869873
AHUD.HV_20150501193456_EV,1,0.9097228646278381,0.9097228646278381
ARSB.KR_20140319004003_EV,1,0.7823619246482849,0.7823619246482849
B045.PB_20120816210654_EV,1,0.9763593077659607,0.9763593077659607
B082.PB_20140517151951_EV,1,0.840602457523346,0.840602457523346
B045.PB_20140309191345_EV,1,0.7353818416595459,0.7353818416595459
ALEP.HV_20160713213059_EV,1,0.9824686050415039,0.9824686050415039
AIND.HV_20180123024750_EV,1,0.7236730456352234,0.7236730456352234
B046.PB_20130522212643_EV,1,0.9065306782722473,0.9065306782722473
B081.PB_20130313175830_EV,1,0.6494056582450867,0.6494056582450867
AHUD.HV_20151110204550_EV,1,0.8348544239997864,0.8348544239997864
AHUD.HV_20170526195748_EV,1,0.4120109975337982,0.4120109975337982
109C.TA_20070617203107_EV,1,0.6070203185081482,0.6070203185081482
B046.PB_20131123042455_EV,1,0.9853144884109497,0.9853144884109497
AHUD.HV_20150511221153_EV,1,0.9245016574859619,0.9245016574859619
AIND.HV_20150621160555_EV,1,0.5923851132392883,0.5923851132392883
AIND.HV_20170531142843_EV,1,0.8540006875991821,0.8540006875991821
AHUD.HV_20180730195000_EV,1,0.9123693108558655,0.9123693108558655
ALEP.HV_20160911083334_EV,1,0.8132423758506775,0.8132423758506775
AHUD.HV_20170726193444_EV,1,0.8239542841911316,0.8239542841911316
AAM2.ZQ_20070306130941_EV,1,0.9904899597167969,0.9904899597167969
AHUD.HV_20180729011828_EV,1,0.8372848033905029,0.8372848033905029
B065.PB_20110614204938_EV,1,0.7772656679153442,0.7772656679153442
B045.PB_20170302211341_EV,1,0.8060160279273987,0.8060160279273987
B082.PB_20171002042909_EV,1,0.9873765707015991,0.9873765707015991
AIND.HV_20161008105320_EV,1,0.6063806414604187,0.6063806414604187
AHUD.HV_20180722091901_EV,1,0.6916283369064331,0.6916283369064331
ALEP.HV_20160711143711_EV,1,0.9857022166252136,0.9857022166252136
B082.PB_20170626092156_EV,1,0.7361571788787842,0.7361571788787842
B046.PB_20120909221331_EV,1,0.8371821045875549,0.8371821045875549
ALEP.HV_20170114201444_EV,1,0.6855833530426025,0.6855833530426025
B045.PB_20110619022952_EV,1,0.911053478717804,0.911053478717804
AAM2.ZQ_20090227135044_EV,1,0.9068796634674072,0.9068796634674072
AAM2.ZQ_20071001140853_EV,1,0.9658249616622925,0.9658249616622925
B067.PB_20150903165512_EV,1,0.9137707948684692,0.9137707948684692
AOPR.PR_20180418160956_EV,1,0.3414754569530487,0.3414754569530487
ALEP.HV_20170602184511_EV,1,0.7580165266990662,0.7580165266990662
AIND.HV_20170622105807_EV,1,0.7239784598350525,0.7239784598350525
B082.PB_20170514010451_EV,1,0.7878477573394775,0.7878477573394775
B045.PB_20141019135807_EV,1,0.8441492915153503,0.8441492915153503
AAM2.ZQ_20090518224427_EV,1,0.9583917856216431,0.9583917856216431
B046.PB_20150516130223_EV,1,0.7396895885467529,0.7396895885467529
AIND.HV_20170623113224_EV,1,0.7595608234405518,0.7595608234405518
B058.PB_20150808010906_EV,1,0.9425094127655029,0.9425094127655029
B046.PB_20130510104733_EV,1,0.7530595064163208,0.7530595064163208
AA12.GM_20170809205646_EV,1,0.715261697769165,0.715261697769165
ALEP.HV_20170912084734_EV,1,0.7936398983001709,0.7936398983001709
B081.PB_20130315135901_EV,1,0.7615655660629272,0.7615655660629272
B045.PB_20170705134416_EV,1,0.623006284236908,0.623006284236908
AHUD.HV_20180723171743_EV,1,0.6136832237243652,0.6136832237243652
AHUD.HV_20151204040451_EV,1,0.746618926525116,0.746618926525116
B065.PB_20140601212310_EV,1,0.9817239046096802,0.9817239046096802
B082.PB_20110224012830_EV,1,0.7151812314987183,0.7151812314987183
AKH.GO_20130516141423_EV,1,0.7616740465164185,0.7616740465164185
B086.PB_20120405023115_EV,1,0.6858131885528564,0.6858131885528564
B086.PB_20110626081234_EV,1,0.9995338916778564,0.9995338916778564
ATKA.AK_20121101114123_EV,1,0.8739740252494812,0.8739740252494812
B072.PB_20180420122524_EV,1,0.7704436779022217,0.7704436779022217
B081.PB_20150321160124_EV,1,0.7785398960113525,0.7785398960113525
B084.PB_20170606233825_EV,1,0.5130085945129395,0.5130085945129395
B058.PB_20150526132410_EV,1,0.9571527242660522,0.9571527242660522
B046.PB_20121204133156_EV,1,0.86155766248703,0.86155766248703
AHUD.HV_20180618141212_EV,1,0.42514514923095703,0.42514514923095703
B067.PB_20110512085415_EV,1,0.802269458770752,0.802269458770752
AHUD.HV_20180730084224_EV,1,0.7420639991760254,0.7420639991760254
B075.PB_20180927004157_EV,1,0.8095189929008484,0.8095189929008484
B045.PB_20141101020655_EV,1,0.7111659646034241,0.7111659646034241
B084.PB_20110314063915_EV,1,0.7029895186424255,0.7029895186424255
ARLS.KR_20110130153954_EV,1,0.7687511444091797,0.7687511444091797
B045.PB_20140610194609_EV,1,0.9663057923316956,0.9663057923316956
B075.PB_20180801124146_EV,1,0.8457169532775879,0.8457169532775879
ALEP.HV_20160420033231_EV,1,0.7714887261390686,0.7714887261390686
B046.PB_20131216190135_EV,1,0.9788667559623718,0.9788667559623718
AIND.HV_20170502213122_EV,1,0.876061737537384,0.876061737537384
B084.PB_20160205213907_EV,1,0.8089413642883301,0.8089413642883301
B072.PB_20110115105704_EV,1,0.7940886616706848,0.7940886616706848
AHUD.HV_20180716130204_EV,1,0.6504501104354858,0.6504501104354858
B049.PB_20150223030251_EV,1,0.6838427186012268,0.6838427186012268
B082.PB_20130103173200_EV,1,0.5858913064002991,0.5858913064002991
B082.PB_20130616035612_EV,1,0.9987624883651733,0.9987624883651733
B045.PB_20170217192505_EV,1,0.7421877980232239,0.7421877980232239
AIND.HV_20161226074315_EV,1,0.95607990026474,0.95607990026474
AMKA.AV_20170925191632_EV,1,0.7542194724082947,0.7542194724082947
B045.PB_20131203082547_EV,1,0.9664890766143799,0.9664890766143799
B046.PB_20130419004637_EV,1,0.9728655219078064,0.9728655219078064
B046.PB_20130825071638_EV,1,0.891356885433197,0.891356885433197
B046.PB_20150601153803_EV,1,0.6344369649887085,0.6344369649887085
B046.PB_20130811042432_EV,1,0.8517186641693115,0.8517186641693115
B067.PB_20140208230357_EV,1,0.9690523147583008,0.9690523147583008
B046.PB_20120816210651_EV,1,0.7661632299423218,0.7661632299423218
ACH.AV_20171224173709_EV,1,0.9954609274864197,0.9954609274864197
B087.PB_20080211185301_EV,1,0.885858416557312,0.885858416557312
AMKA.AV_20171109145540_EV,1,0.7797646522521973,0.7797646522521973
AHUD.HV_20180616080601_EV,1,0.7382869720458984,0.7382869720458984
B084.PB_20120130195045_EV,1,0.7682374119758606,0.7682374119758606
B084.PB_20160806215210_EV,1,0.8031041026115417,0.8031041026115417
B046.PB_20131220052806_EV,1,0.9901489019393921,0.9901489019393921
AAM2.ZQ_20090504083616_EV,1,0.8342576026916504,0.8342576026916504
B082.PB_20100921155641_EV,1,0.7768609523773193,0.7768609523773193
AHUD.HV_20180623112903_EV,1,0.8195182681083679,0.8195182681083679
B086.PB_20141227160859_EV,1,0.6571598052978516,0.6571598052978516
B082.PB_20161216202827_EV,1,0.730718731880188,0.730718731880188
B046.PB_20110719151117_EV,1,0.9706624150276184,0.9706624150276184
B067.PB_20140402030800_EV,1,0.75778728723526,0.75778728723526
AHUD.HV_20180711193458_EV,1,0.7307305932044983,0.7307305932044983
B084.PB_20070925015403_EV,1,0.8561486601829529,0.8561486601829529
AHUD.HV_20180630144638_EV,1,0.6303784847259521,0.6303784847259521
ATKA.AK_20121114165214_EV,1,0.6652975678443909,0.6652975678443909
B066.PB_20130203165148_EV,1,0.7225070595741272,0.7225070595741272
B082.PB_20151230232818_EV,1,0.5729859471321106,0.5729859471321106
B045.PB_20131217132802_EV,1,0.7656975388526917,0.7656975388526917
ALEP.HV_20150531072302_EV,1,0.8211609125137329,0.8211609125137329
B047.PB_20140326084212_EV,1,0.801743745803833,0.801743745803833
B057.PB_20140115132138_EV,1,0.867691695690155,0.867691695690155
AIND.HV_20170531125405_EV,1,0.8838474154472351,0.8838474154472351
B067.PB_20140911202554_EV,1,0.7804124355316162,0.7804124355316162
AIND.HV_20170522175116_EV,1,0.8225038051605225,0.8225038051605225
ALEP.HV_20170825233223_EV,1,0.7848775386810303,0.7848775386810303
B049.PB_20161211103219_EV,1,0.7238883972167969,0.7238883972167969
B081.PB_20110719060653_EV,1,0.9778659343719482,0.9778659343719482
AHUD.HV_20161023084319_EV,1,0.16713200509548187,0.16713200509548187
AIND.HV_20150429064338_EV,1,0.9411077499389648,0.9411077499389648
B081.PB_20130417153741_EV,1,0.6152909994125366,0.6152909994125366
B058.PB_20150715210717_EV,1,0.7787573933601379,0.7787573933601379
B084.PB_20130313224716_EV,1,0.9994267225265503,0.9994267225265503
B086.PB_20120122152421_EV,1,0.531740665435791,0.531740665435791
B045.PB_20160430020144_EV,1,0.4058314859867096,0.4058314859867096
B065.PB_20160910224542_EV,1,0.8158665299415588,0.8158665299415588
AHUD.HV_20180614185617_EV,1,0.7892290353775024,0.7892290353775024
B047.PB_20120211075830_EV,1,0.7959353923797607,0.7959353923797607
B047.PB_20180728215359_EV,1,0.6841240525245667,0.6841240525245667
AHUD.HV_20180722070015_EV,1,0.9583384990692139,0.9583384990692139
B082.PB_20180714175812_EV,1,0.9767282605171204,0.9767282605171204
AAM2.ZQ_20090507141347_EV,1,0.7642549276351929,0.7642549276351929
AHUD.HV_20180703011319_EV,1,0.9626464247703552,0.9626464247703552
AHUD.HV_20180702235144_EV,1,0.8748090863227844,0.8748090863227844
B046.PB_20140319183855_EV,1,0.9830561876296997,0.9830561876296997
B082.PB_20120627043905_EV,1,0.6789500713348389,0.6789500713348389
B047.PB_20131212211252_EV,1,0.7985172271728516,0.7985172271728516
AIND.HV_20160306082650_EV,1,0.9952587485313416,0.9952587485313416
B082.PB_20101221180856_EV,1,0.9762740135192871,0.9762740135192871
B084.PB_20070630122600_EV,1,0.8229135870933533,0.8229135870933533
B049.PB_20111017045220_EV,1,0.805255651473999,0.805255651473999
B084.PB_20170604053402_EV,1,0.832434892654419,0.832434892654419
B045.PB_20131210072045_EV,1,0.5919880270957947,0.5919880270957947
B045.PB_20160618230247_EV,1,0.802727997303009,0.802727997303009
B047.PB_20131102222917_EV,1,0.8184865713119507,0.8184865713119507
ALEP.HV_20150503171838_EV,1,0.8162983655929565,0.8162983655929565
AHUD.HV_20180611140032_EV,1,0.6340630054473877,0.6340630054473877
AHUD.HV_20180730142342_EV,1,0.9437308311462402,0.9437308311462402
B081.PB_20130305174236_EV,1,0.9989556074142456,0.9989556074142456
AAM2.ZQ_20070207155753_EV,1,0.9986888766288757,0.9986888766288757
ALEP.HV_20151216051921_EV,1,0.6926242113113403,0.6926242113113403
B047.PB_20130725141701_EV,1,0.6940292119979858,0.6940292119979858
B084.PB_20170109030638_EV,1,0.6200309991836548,0.6200309991836548
B086.PB_20150819015236_EV,1,0.720248818397522,0.720248818397522
B082.PB_20080521102039_EV,1,0.9769822359085083,0.9769822359085083
B084.PB_20071017132132_EV,1,0.987662672996521,0.987662672996521
AIND.HV_20170512103927_EV,1,0.9930300116539001,0.9930300116539001
ALEP.HV_20150608004354_EV,1,0.17911386489868164,0.17911386489868164
AHUD.HV_20180713094457_EV,1,0.8521910905838013,0.8521910905838013
B058.PB_20130326191056_EV,1,0.9669691324234009,0.9669691324234009
AHUD.HV_20170616082650_EV,1,0.9779560565948486,0.9779560565948486
B046.PB_20140917083439_EV,1,0.6695586442947388,0.6695586442947388
AHUD.HV_20180710061431_EV,1,0.6970934271812439,0.6970934271812439
B065.PB_20120506212355_EV,1,0.9937135577201843,0.9937135577201843
AHUD.HV_20180727103015_EV,1,0.7799183130264282,0.7799183130264282
B049.PB_20120417234641_EV,1,0.79018634557724,0.79018634557724
B081.PB_20110513211107_EV,1,0.7308103442192078,0.7308103442192078
B081.PB_20080511031509_EV,1,0.5132511854171753,0.5132511854171753
AIND.HV_20150423231930_EV,1,0.9560727477073669,0.9560727477073669
B067.PB_20151125003843_EV,1,0.9479669332504272,0.9479669332504272
B039.PB_20161112014401_EV,1,0.8448882102966309,0.8448882102966309
B082.PB_20170708001323_EV,1,0.9834887385368347,0.9834887385368347
ARG.HL_20040924021544_EV,1,0.8506620526313782,0.8506620526313782
B058.PB_20140917044958_EV,1,0.7667825222015381,0.7667825222015381
AHUD.HV_20180505155120_EV,1,0.962086021900177,0.962086021900177
B047.PB_20150223021645_EV,1,0.9998420476913452,0.9998420476913452
B082.PB_20080817180155_EV,1,0.9819243550300598,0.9819243550300598
AIND.HV_20150506070648_EV,1,0.9571909308433533,0.9571909308433533
B045.PB_20140310041753_EV,1,0.8424517512321472,0.8424517512321472
AKH.GO_20120306195211_EV,1,0.8361920714378357,0.8361920714378357
AIND.HV_20160507102614_EV,1,0.9767560958862305,0.9767560958862305
AMKA.AV_20170522175839_EV,1,0.7059159874916077,0.7059159874916077
B081.PB_20130321094056_EV,1,0.8670293092727661,0.8670293092727661
ALEP.HV_20160904080307_EV,1,0.9752572774887085,0.9752572774887085
B047.PB_20150129060609_EV,1,0.7419849038124084,0.7419849038124084
AHUD.HV_20180617200818_EV,1,0.6304858326911926,0.6304858326911926
AHUD.HV_20150719182909_EV,1,0.997928261756897,0.997928261756897
AHUD.HV_20150513114059_EV,1,0.9069395661354065,0.9069395661354065
B081.PB_20100925033753_EV,1,0.7627487778663635,0.7627487778663635
AHUD.HV_20180731175222_EV,1,0.6816636919975281,0.6816636919975281
AMKA.AV_20101127023557_EV,1,0.6843770742416382,0.6843770742416382
AHUD.HV_20180801092809_EV,1,0.7761611342430115,0.7761611342430115
AHUD.HV_20180717225840_EV,1,0.8449394702911377,0.8449394702911377
AKUT.AT_20100820164040_EV,1,0.8729190230369568,0.8729190230369568
AIND.HV_20170725063913_EV,1,0.7583214640617371,0.7583214640617371
AHUD.HV_20180620230751_EV,1,0.6994163393974304,0.6994163393974304
AHUD.HV_20180801115527_EV,1,0.8756228685379028,0.8756228685379028
ALEP.HV_20160512110652_EV,1,0.9717730283737183,0.9717730283737183
AHUD.HV_20180710171748_EV,1,0.8818677067756653,0.8818677067756653
AMKA.AV_20121207030455_EV,1,0.7361582517623901,0.7361582517623901
B058.PB_20160715082019_EV,1,0.8530654311180115,0.8530654311180115
B045.PB_20130430151422_EV,1,0.9565185308456421,0.9565185308456421
B046.PB_20150816104254_EV,1,0.7206152677536011,0.7206152677536011
B082.PB_20130507020954_EV,1,0.9816280007362366,0.9816280007362366
AAM2.ZQ_20071002143812_EV,1,0.9775416254997253,0.9775416254997253
ATKA.AK_20150307195009_EV,1,0.7767660617828369,0.7767660617828369
ARG.HL_20080806171906_EV,1,0.3747516870498657,0.3747516870498657
AHUD.HV_20180620233629_EV,1,0.9698523283004761,0.9698523283004761
AIND.HV_20161021092011_EV,1,0.8408232927322388,0.8408232927322388
B081.PB_20110515085238_EV,1,0.6111268401145935,0.6111268401145935
AHUD.HV_20180710151913_EV,1,0.8189430236816406,0.8189430236816406
AIND.HV_20160618000830_EV,1,0.9564684629440308,0.9564684629440308
B087.PB_20070718142541_EV,1,0.982330322265625,0.982330322265625
B065.PB_20110825233039_EV,1,0.8250784277915955,0.8250784277915955
B049.PB_20140906013923_EV,1,0.5871886610984802,0.5871886610984802
B079.PB_20111201214221_EV,1,0.6768153309822083,0.6768153309822083
AHUD.HV_20170629161817_EV,1,0.8155697584152222,0.8155697584152222
AIND.HV_20170225013824_EV,1,0.8917784690856934,0.8917784690856934
AMKA.AV_20150216051629_EV,1,0.8310239911079407,0.8310239911079407
AIND.HV_20160916055727_EV,1,0.8064782619476318,0.8064782619476318
B047.PB_20120729152802_EV,1,0.9953078627586365,0.9953078627586365
B082.PB_20120812010405_EV,1,0.9797080159187317,0.9797080159187317
B065.PB_20130201204741_EV,1,0.5884692668914795,0.5884692668914795
B065.PB_20160801192609_EV,1,0.7918354868888855,0.7918354868888855
B086.PB_20120610005943_EV,1,0.7089290618896484,0.7089290618896484
B065.PB_20130102214320_EV,1,0.7414032816886902,0.7414032816886902
ADO.CI_20170808115920_EV,1,0.9699785113334656,0.9699785113334656
AHUD.HV_20180728122824_EV,1,0.5399568676948547,0.5399568676948547
B047.PB_20130407000924_EV,1,0.6329191327095032,0.6329191327095032
B081.PB_20130313224723_EV,1,0.8526322841644287,0.8526322841644287
AHUD.HV_20180716150008_EV,1,0.9090971946716309,0.9090971946716309
ARV.CI_20160414070355_EV,1,0.6147354245185852,0.6147354245185852
AHUD.HV_20160908115600_EV,1,0.7972171902656555,0.7972171902656555
B049.PB_20130608234241_EV,1,0.5745317339897156,0.5745317339897156
ALEP.HV_20160809075621_EV,1,0.8169279098510742,0.8169279098510742
B082.PB_20070821154305_EV,1,0.9779966473579407,0.9779966473579407
AHUD.HV_20150530065418_EV,1,0.8889482617378235,0.8889482617378235
B066.PB_20131202093419_EV,1,0.9767670035362244,0.9767670035362244
AHUD.HV_20180612005006_EV,1,0.5896568298339844,0.5896568298339844
ALEP.HV_20150502062250_EV,1,0.7632049322128296,0.7632049322128296
AUSB.AV_20180426152715_EV,1,0.7172583341598511,0.7172583341598511
AHUD.HV_20180629222901_EV,1,0.8251597881317139,0.8251597881317139
AHUD.HV_20180801101843_EV,1,0.7320465445518494,0.7320465445518494
B067.PB_20140829223914_EV,1,0.9686189293861389,0.9686189293861389
B065.PB_20121103181932_EV,1,0.9961727261543274,0.9961727261543274
B082.PB_20130404001322_EV,1,0.7966265082359314,0.7966265082359314
AHUD.HV_20180626093036_EV,1,0.9512341618537903,0.9512341618537903
B084.PB_20110620030915_EV,1,0.9771153926849365,0.9771153926849365
AHUD.HV_20180722142524_EV,1,0.5711628198623657,0.5711628198623657
B067.PB_20171009193859_EV,1,0.9569626450538635,0.9569626450538635
B045.PB_20160531075205_EV,1,0.7673583626747131,0.7673583626747131
AAM2.ZQ_20070202005236_EV,1,0.9875887036323547,0.9875887036323547
B057.PB_20121014113835_EV,1,0.6051914691925049,0.6051914691925049
B049.PB_20121119200445_EV,1,0.6340768337249756,0.6340768337249756
B046.PB_20110822041614_EV,1,0.7010610699653625,0.7010610699653625
B072.PB_20141003122005_EV,1,0.7731212973594666,0.7731212973594666
B045.PB_20131230175627_EV,1,0.8044971823692322,0.8044971823692322
B067.PB_20131019040221_EV,1,0.9939642548561096,0.9939642548561096
AHUD.HV_20180731171940_EV,1,0.9285518527030945,0.9285518527030945
B082.PB_20170802062244_EV,1,0.7754915952682495,0.7754915952682495
B058.PB_20140919003529_EV,1,0.9646744132041931,0.9646744132041931
ALEP.HV_20150827144309_EV,1,0.739599883556366,0.739599883556366
AIND.HV_20160309095042_EV,1,0.9299265742301941,0.9299265742301941
B084.PB_20151020090155_EV,1,0.5613368153572083,0.5613368153572083
AHUD.HV_20180622063017_EV,1,0.5433309078216553,0.5433309078216553
AIND.HV_20160330065440_EV,1,0.9873759746551514,0.9873759746551514
B046.PB_20160214074233_EV,1,0.77019202709198,0.77019202709198
AHUD.HV_20180725080320_EV,1,0.6159115433692932,0.6159115433692932
109C.TA_20070912081129_EV,1,0.9689345359802246,0.9689345359802246
AKLV.AV_20111018174158_EV,1,0.9662100672721863,0.9662100672721863
B049.PB_20171025113620_EV,1,0.8135250210762024,0.8135250210762024
B086.PB_20130311190825_EV,1,0.9915128350257874,0.9915128350257874
B081.PB_20120423235934_EV,1,0.7329621315002441,0.7329621315002441
AHUD.HV_20150510155929_EV,1,0.8147025108337402,0.8147025108337402
B075.PB_20170630150506_EV,1,0.9995928406715393,0.9995928406715393
B049.PB_20161005093217_EV,1,0.7531977891921997,0.7531977891921997
B047.PB_20101009130233_EV,1,0.743187427520752,0.743187427520752
AAM2.ZQ_20070919090329_EV,1,0.9735721349716187,0.9735721349716187
B067.PB_20110118160114_EV,1,0.9632985591888428,0.9632985591888428
AKUT.AT_20180120110933_EV,1,0.6750861406326294,0.6750861406326294
B086.PB_20070731050832_EV,1,0.8098146915435791,0.8098146915435791
ADO.CI_20140530030017_EV,1,0.6417225003242493,0.6417225003242493
AHUD.HV_20170423225243_EV,1,0.6588615775108337,0.6588615775108337
AIND.HV_20160207201807_EV,1,0.7827892899513245,0.7827892899513245
B046.PB_20131002113155_EV,1,0.9524298906326294,0.9524298906326294
ALEP.HV_20161123105719_EV,1,0.7707213759422302,0.7707213759422302
AHUD.HV_20150531072258_EV,1,0.9473176002502441,0.9473176002502441
B046.PB_20180716092803_EV,1,0.765628457069397,0.765628457069397
B065.PB_20101013020747_EV,1,0.9928010702133179,0.9928010702133179
B082.PB_20161029044920_EV,1,0.9754911065101624,0.9754911065101624
